,id,population_mean,region,district,year
25990,878917548,-47,43,573248,2020
28257,878868931,-28,43,573248,2020
34805,878868929,83,43,573248,2020
43877,878788399,19,43,573248,2020
48527,878784457,9050,43,573248,2020
5684,831479675,5,43,573256,2019
11902,831416357,12,43,573256,2019
15763,831394364,12,43,573256,2019
25028,831416356,-2,43,573256,2019
26335,831398361,-2,43,573256,2019
35428,831501180,3,43,573256,2019
39999,831395979,0,43,573256,2019
48940,831501183,195,43,573256,2019
2715,878802687,3,43,573256,2020
11097,878799199,12,43,573256,2020
17156,878787087,5,43,573256,2020
23547,878787788,-1,43,573256,2020
32569,878917551,6,43,573256,2020
38834,878893337,2,43,573256,2020
40219,878820540,7,43,573256,2020
51978,878893340,201,43,573256,2020
5677,831479576,2,43,573264,2019
10567,831437331,7,43,573264,2019
13840,831397501,5,43,573264,2019
20853,831393216,0,43,573264,2019
28992,831501096,2,43,573264,2019
36237,831458470,2,43,573264,2019
41282,831402022,2,43,573264,2019
49793,831458473,233,43,573264,2019
1735,878844711,1,43,573264,2020
7415,878820544,1,43,573264,2020
15147,878868938,6,43,573264,2020
25991,878917554,0,43,573264,2020
29485,878801113,-5,43,573264,2020
33523,878820542,1,43,573264,2020
42152,878796109,-5,43,573264,2020
48897,878800725,232,43,573264,2020
3987,831458474,15,43,573272,2019
9291,831501100,25,43,573272,2019
13817,831398061,33,43,573272,2019
24220,831437335,-5,43,573272,2019
30830,831437338,-13,43,573272,2019
34572,831365121,10,43,573272,2019
41963,831391692,-8,43,573272,2019
48596,831501101,1353,43,573272,2019
1736,878844714,23,43,573272,2020
12822,878893345,32,43,573272,2020
18056,878917561,26,43,573272,2020
22732,878790088,-2,43,573272,2020
31193,878917562,4,43,573272,2020
32884,878868941,21,43,573272,2020
40220,878820549,6,43,573272,2020
50597,878796934,1354,43,573272,2020
2401,831391946,2,43,573281,2019
10451,831458478,7,43,573281,2019
14619,831404012,3,43,573281,2019
24335,831416270,-1,43,573281,2019
30942,831416271,3,43,573281,2019
37985,831479581,1,43,573281,2019
39858,831402806,4,43,573281,2019
47445,831392104,93,43,573281,2019
2795,878792903,0,43,573281,2020
9283,878784147,0,43,573281,2020
13351,878868946,0,43,573281,2020
23270,878785402,0,43,573281,2020
30824,878801991,0,43,573281,2020
37770,878917564,0,43,573281,2020
41138,878844716,0,43,573281,2020
50875,878917570,96,43,573281,2020
5678,831479585,11,43,573299,2019
10452,831458481,38,43,573299,2019
17814,831416273,25,43,573299,2019
23586,831458480,2,43,573299,2019
31871,831479586,15,43,573299,2019
35045,831365135,13,43,573299,2019
42251,831501105,13,43,573299,2019
49794,831458485,1281,43,573299,2019
239,878868949,16,43,573299,2020
11521,878917573,39,43,573299,2020
19499,878893356,24,43,573299,2020
20509,878820555,-2,43,573299,2020
29808,878787554,13,43,573299,2020
37771,878917571,14,43,573299,2020
45734,878893357,15,43,573299,2020
48761,878797964,1297,43,573299,2020
3098,831501176,2,43,573302,2019
6700,831396592,1,43,573302,2019
17742,831458559,5,43,573302,2019
20418,831403951,0,43,573302,2019
31575,831416354,-4,43,573302,2019
37692,831416352,2,43,573302,2019
39896,831403467,-4,43,573302,2019
51530,831479673,98,43,573302,2019
3685,878785091,1,43,573302,2020
8440,878844720,5,43,573302,2020
13352,878868952,1,43,573302,2020
21907,878805319,1,43,573302,2020
26436,878868954,5,43,573302,2020
39169,878893359,2,43,573302,2020
40221,878820560,4,43,573302,2020
46126,878868955,99,43,573302,2020
4592,831437350,7,43,573311,2019
10453,831458489,17,43,573311,2019
16043,831501109,13,43,573311,2019
23587,831458488,3,43,573311,2019
30831,831437353,7,43,573311,2019
35046,831365153,10,43,573311,2019
43279,831458490,4,43,573311,2019
45894,831389194,653,43,573311,2019
841,878820564,8,43,573311,2020
7416,878820565,23,43,573311,2020
18057,878917581,20,43,573311,2020
26044,878893365,-5,43,573311,2020
26437,878868957,-2,43,573311,2020
35899,878764378,3,43,573311,2020
45735,878893367,3,43,573311,2020
50073,878785864,650,43,573311,2020
3989,831458491,5,43,573329,2019
7730,831388285,22,43,573329,2019
14936,831403120,19,43,573329,2019
24336,831416282,-1,43,573329,2019
31095,831416285,2,43,573329,2019
35280,831501112,4,43,573329,2019
44178,831416284,3,43,573329,2019
48356,831388133,447,43,573329,2019
240,878868958,5,43,573329,2020
6794,878868960,20,43,573329,2020
13353,878868961,4,43,573329,2020
19879,878868959,0,43,573329,2020
32621,878893371,16,43,573329,2020
35900,878764389,5,43,573329,2020
43135,878802822,16,43,573329,2020
52285,878893372,459,43,573329,2020
154,831402060,2,43,573337,2019
7389,831394743,10,43,573337,2019
18992,831437213,7,43,573337,2019
25544,831437212,0,43,573337,2019
27733,831389721,3,43,573337,2019
38510,831416145,2,43,573337,2019
39402,831397811,3,43,573337,2019
51778,831437215,252,43,573337,2019
3084,878794501,4,43,573337,2020
6795,878868964,6,43,573337,2020
17466,878790969,2,43,573337,2020
21540,878844724,2,43,573337,2020
26438,878868966,6,43,573337,2020
35901,878764404,6,43,573337,2020
42577,878799266,4,43,573337,2020
46907,878820576,256,43,573337,2020
1207,831398579,1,43,573345,2019
6813,831392549,8,43,573345,2019
18747,831479601,8,43,573345,2019
22577,831501114,0,43,573345,2019
30832,831437358,0,43,573345,2019
32958,831365170,1,43,573345,2019
44949,831479602,0,43,573345,2019
50735,831416290,259,43,573345,2019
4903,878917583,0,43,573345,2020
12945,878893379,2,43,573345,2020
14405,878820578,3,43,573345,2020
23313,878793287,2,43,573345,2020
30959,878802014,1,43,573345,2020
34578,878844726,2,43,573345,2020
42957,878794554,-1,43,573345,2020
47801,878844727,260,43,573345,2020
5721,831416107,1,43,573353,2019
6837,831398819,7,43,573353,2019
14626,831405024,5,43,573353,2019
25074,831437179,0,43,573353,2019
31903,831416108,2,43,573353,2019
33331,831364771,1,43,573353,2019
42532,831500933,2,43,573353,2019
49039,831500934,159,43,573353,2019
3176,878786330,3,43,573353,2020
7847,878820583,3,43,573353,2020
14406,878820584,2,43,573353,2020
24620,878917584,0,43,573353,2020
29284,878794877,1,43,573353,2020
32885,878868973,3,43,573353,2020
45736,878893382,1,43,573353,2020
52286,878893384,162,43,573353,2020
776,831388522,1,43,573361,2019
8934,831393323,5,43,573361,2019
15590,831391076,6,43,573361,2019
25027,831416329,-1,43,573361,2019
26592,831405205,-2,43,573361,2019
36930,831458535,0,43,573361,2019
42250,831501153,-1,43,573361,2019
51525,831479644,102,43,573361,2019
6392,878893387,3,43,573361,2020
8717,878844734,3,43,573361,2020
16881,878789902,3,43,573361,2020
21834,878844733,-2,43,573361,2020
26439,878868976,-2,43,573361,2020
33953,878820587,1,43,573361,2020
41599,878844736,0,43,573361,2020
50441,878796317,97,43,573361,2020
2537,831394326,6,43,573370,2019
10454,831458499,5,43,573370,2019
17071,831458500,4,43,573370,2019
21236,831399876,1,43,573370,2019
26331,831397331,2,43,573370,2019
36882,831437359,7,43,573370,2019
44950,831479607,1,43,573370,2019
48154,831401452,438,43,573370,2019
4312,878796562,6,43,573370,2020
11630,878917594,7,43,573370,2020
15401,878844738,10,43,573370,2020
26045,878893391,-1,43,573370,2020
28499,878844739,-4,43,573370,2020
36058,878764437,5,43,573370,2020
42231,878786258,-3,43,573370,2020
47313,878820592,428,43,573370,2020
5843,831479864,0,43,573388,2019
8098,831391231,4,43,573388,2019
14441,831403085,7,43,573388,2019
20579,831400239,1,43,573388,2019
30682,831437629,-2,43,573388,2019
35226,831501385,1,43,573388,2019
43834,831416544,-3,43,573388,2019
48228,831387889,110,43,573388,2019
3313,878787247,1,43,573388,2020
8869,878844741,0,43,573388,2020
18151,878917598,4,43,573388,2020
24724,878917596,0,43,573388,2020
30438,878793795,-4,43,573388,2020
35051,878844740,1,43,573388,2020
39558,878868981,-4,43,573388,2020
52287,878893401,104,43,573388,2020
1217,831397284,3,43,573400,2019
11685,831478878,3,43,573400,2019
15741,831391664,4,43,573400,2019
21887,831392697,-1,43,573400,2019
27524,831415613,-2,43,573400,2019
37069,831436659,2,43,573400,2019
40647,831415612,-1,43,573400,2019
50153,831457794,167,43,573400,2019
1418,878820595,0,43,573400,2020
11581,878893406,2,43,573400,2020
14528,878820598,10,43,573400,2020
21074,878820597,2,43,573400,2020
29290,878793221,-6,43,573400,2020
39170,878893403,2,43,573400,2020
43006,878784015,-8,43,573400,2020
50926,878893409,161,43,573400,2020
5185,831478881,3,43,573418,2019
8481,831401045,15,43,573418,2019
13998,831395360,14,43,573418,2019
20945,831415615,4,43,573418,2019
27525,831415617,5,43,573418,2019
37070,831436661,7,43,573418,2019
44070,831436664,1,43,573418,2019
51192,831478884,610,43,573418,2019
4969,878893411,6,43,573418,2020
11105,878798454,8,43,573418,2020
14529,878820605,11,43,573418,2020
24673,878893412,-2,43,573418,2020
26440,878868986,-5,43,573418,2020
32886,878868983,4,43,573418,2020
40808,878820608,-3,43,573418,2020
50927,878893413,620,43,573418,2020
131,831398388,7,43,573426,2019
12633,831439450,10,43,573426,2019
15397,831400602,6,43,573426,2019
25717,831439449,-6,43,573426,2019
30299,831418309,-2,43,573426,2019
37344,831481718,1,43,573426,2019
45376,831439451,4,43,573426,2019
47347,831402588,174,43,573426,2019
5022,878917607,9,43,573426,2020
11631,878917608,1,43,573426,2020
13354,878868991,0,43,573426,2020
22652,878799011,-6,43,573426,2020
31245,878893416,-5,43,573426,2020
35238,878764467,3,43,573426,2020
43177,878786379,1,43,573426,2020
48264,878844750,172,43,573426,2020
3185,831489138,18,43,573434,2019
11501,831467692,12,43,573434,2019
15072,831395706,4,43,573434,2019
24631,831467691,-3,43,573434,2019
26361,831402036,5,43,573434,2019
32925,831384667,15,43,573434,2019
39625,831398130,8,43,573434,2019
51917,831425443,885,43,573434,2019
5023,878917612,8,43,573434,2020
6796,878868994,20,43,573434,2020
18097,878893419,16,43,573434,2020
24674,878893418,4,43,573434,2020
31246,878893421,8,43,573434,2020
35239,878764475,12,43,573434,2020
39559,878868995,4,43,573434,2020
50435,878795327,897,43,573434,2020
2293,831403384,1,43,573442,2019
11096,831437373,9,43,573442,2019
18748,831479619,11,43,573442,2019
23589,831458513,2,43,573442,2019
29162,831501129,0,43,573442,2019
36239,831458512,3,43,573442,2019
40187,831394714,-2,43,573442,2019
49796,831458515,265,43,573442,2019
241,878868998,1,43,573442,2020
11582,878893422,3,43,573442,2020
17374,878798131,5,43,573442,2020
22240,878803929,1,43,573442,2020
30463,878795576,-1,43,573442,2020
34107,878820616,2,43,573442,2020
41751,878844755,-2,43,573442,2020
48450,878793894,262,43,573442,2020
2931,831501131,1,43,573451,2019
12208,831479621,5,43,573451,2019
17249,831458518,11,43,573451,2019
24516,831416310,0,43,573451,2019
26665,831398881,-6,43,573451,2019
36240,831458516,1,43,573451,2019
43896,831437377,-6,43,573451,2019
46883,831387231,304,43,573451,2019
5355,878917618,5,43,573451,2020
7993,878820624,17,43,573451,2020
14530,878820625,2,43,573451,2020
25042,878917619,3,43,573451,2020
26441,878869001,18,43,573451,2020
35402,878764494,8,43,573451,2020
42216,878784158,15,43,573451,2020
46130,878869003,313,43,573451,2020
2932,831501144,13,43,573469,2019
11396,831416316,16,43,573469,2019
18749,831479631,7,43,573469,2019
24518,831416314,-9,43,573469,2019
29163,831501145,0,43,573469,2019
36757,831458525,4,43,573469,2019
40389,831399180,9,43,573469,2019
51524,831479634,537,43,573469,2019
4970,878893428,10,43,573469,2020
6804,878869006,18,43,573469,2020
17341,878793791,8,43,573469,2020
19888,878869005,-2,43,573469,2020
28500,878844760,8,43,573469,2020
35052,878844757,8,43,573469,2020
43661,878799444,10,43,573469,2020
49055,878798317,546,43,573469,2020
1003,831393442,1,43,573477,2019
9455,831501149,9,43,573477,2019
17697,831437392,8,43,573477,2019
25309,831479639,1,43,573477,2019
30833,831437394,2,43,573477,2019
37187,831416322,2,43,573477,2019
41100,831402934,1,43,573477,2019
50323,831458534,297,43,573477,2019
4604,878796756,4,43,573477,2020
10569,878787051,4,43,573477,2020
14531,878820629,4,43,573477,2020
21981,878844763,-1,43,573477,2020
27644,878820631,-1,43,573477,2020
37833,878893431,3,43,573477,2020
44424,878893432,0,43,573477,2020
46131,878869014,298,43,573477,2020
3163,831505135,1,43,573485,2019
7567,831393912,0,43,573485,2019
17703,831441312,2,43,573485,2019
21200,831395437,-1,43,573485,2019
30838,831441314,-3,43,573485,2019
32986,831373421,0,43,573485,2019
43139,831462414,-2,43,573485,2019
47868,831405345,82,43,573485,2019
2301,878844764,1,43,573485,2020
9528,878800329,0,43,573485,2020
15402,878844765,2,43,573485,2020
19889,878869015,-1,43,573485,2020
31632,878917633,-3,43,573485,2020
35395,878764516,0,43,573485,2020
44425,878893438,-2,43,573485,2020
48927,878804729,80,43,573485,2020
5385,831416332,24,43,573493,2019
7891,831389287,66,43,573493,2019
17741,831458539,48,43,573493,2019
21652,831405449,-7,43,573493,2019
29164,831501157,11,43,573493,2019
37691,831416331,17,43,573493,2019
44952,831479647,18,43,573493,2019
46203,831399138,2386,43,573493,2019
248,878869017,29,43,573493,2020
11678,878893445,51,43,573493,2020
15403,878844768,49,43,573493,2020
23721,878795701,-7,43,573493,2020
30252,878785423,-5,43,573493,2020
35403,878764524,22,43,573493,2020
42802,878796454,2,43,573493,2020
48265,878844772,2380,43,573493,2020
4640,831458540,22,43,573507,2019
11901,831416334,67,43,573507,2019
18454,831416336,69,43,573507,2019
20040,831404922,8,43,573507,2019
26234,831391393,6,43,573507,2019
37404,831437406,30,43,573507,2019
44673,831416337,-2,43,573507,2019
48777,831501161,2091,43,573507,2019
2302,878844774,24,43,573507,2020
9425,878784193,65,43,573507,2020
18217,878893447,56,43,573507,2020
24784,878893446,6,43,573507,2020
28501,878844776,15,43,573507,2020
38195,878917637,30,43,573507,2020
39728,878869022,9,43,573507,2020
51285,878917641,2093,43,573507,2020
890,831400247,1,43,573515,2019
10456,831459948,10,43,573515,2019
18762,831481078,5,43,573515,2019
20270,831391436,3,43,573515,2019
30232,831459951,8,43,573515,2019
37189,831417691,4,43,573515,2019
43282,831459949,5,43,573515,2019
45987,831398121,331,43,573515,2019
4318,878796615,1,43,573515,2020
7117,878820644,13,43,573515,2020
18218,878893449,12,43,573515,2020
20216,878820643,3,43,573515,2020
26591,878869026,4,43,573515,2020
33199,878820641,4,43,573515,2020
39729,878869025,1,43,573515,2020
46469,878820647,338,43,573515,2020
2933,831501166,5,43,573523,2019
9519,831501167,14,43,573523,2019
16215,831501168,4,43,573523,2019
24742,831437418,-3,43,573523,2019
31454,831437422,7,43,573523,2019
37989,831479661,2,43,573523,2019
39821,831397147,10,43,573523,2019
46788,831398200,263,43,573523,2019
2873,878784740,5,43,573523,2020
9394,878803676,14,43,573523,2020
18489,878917646,11,43,573523,2020
23146,878785340,-1,43,573523,2020
29279,878793950,2,43,573523,2020
38196,878917644,4,43,573523,2020
43574,878785856,3,43,573523,2020
48474,878798656,266,43,573523,2020
3704,831479250,2,43,573531,2019
10865,831415970,2,43,573531,2019
16809,831479252,6,43,573531,2019
21272,831400519,-1,43,573531,2019
29870,831458155,-5,43,573531,2019
33068,831364473,1,43,573531,2019
43018,831479253,-4,43,573531,2019
47416,831390242,113,43,573531,2019
395,878869033,2,43,573531,2020
8870,878844782,0,43,573531,2020
17494,878796022,2,43,573531,2020
23838,878789949,-2,43,573531,2020
30608,878794389,-4,43,573531,2020
33200,878820650,0,43,573531,2020
44518,878893455,-2,43,573531,2020
47721,878805281,107,43,573531,2020
4642,831458553,5,43,573540,2019
6778,831391100,6,43,573540,2019
15715,831389867,8,43,573540,2019
21399,831403150,-1,43,573540,2019
27237,831399221,-3,43,573540,2019
36932,831458552,4,43,573540,2019
44549,831437424,-2,43,573540,2019
48939,831501172,284,43,573540,2019
2783,878790351,1,43,573540,2020
10267,878798601,11,43,573540,2020
17789,878797706,1,43,573540,2020
20217,878820652,2,43,573540,2020
26793,878820654,12,43,573540,2020
33032,878869036,3,43,573540,2020
43490,878790245,10,43,573540,2020
46266,878869041,287,43,573540,2020
5044,831418715,2,43,573558,2019
12062,831482137,1,43,573558,2019
17252,831460987,0,43,573558,2019
24694,831418716,0,43,573558,2019
26788,831388694,1,43,573558,2019
37846,831482136,2,43,573558,2019
44807,831482138,1,43,573558,2019
45925,831395302,78,43,573558,2019
5097,878893461,1,43,573558,2020
11024,878788391,3,43,573558,2020
15807,878793197,3,43,573558,2020
23254,878785790,1,43,573558,2020
28868,878789352,1,43,573558,2020
38197,878917650,2,43,573558,2020
39921,878820656,0,43,573558,2020
46267,878869044,79,43,573558,2020
2486,831388930,2,43,573566,2019
11565,831418704,2,43,573566,2019
18140,831418706,5,43,573566,2019
25475,831482123,1,43,573566,2019
32045,831482126,-2,43,573566,2019
34583,831370331,3,43,573566,2019
40496,831387507,-3,43,573566,2019
48726,831503637,221,43,573566,2019
3719,878789202,3,43,573566,2020
7118,878820659,6,43,573566,2020
13529,878869045,4,43,573566,2020
24785,878893465,-2,43,573566,2020
26794,878820661,0,43,573566,2020
37949,878893464,1,43,573566,2020
39813,878844793,2,43,573566,2020
51286,878917660,217,43,573566,2020
3280,831503722,4,43,573574,2019
9187,831392260,12,43,573574,2019
15188,831390299,3,43,573574,2019
25622,831482230,-2,43,573574,2019
27960,831397653,7,43,573574,2019
37628,831461073,2,43,573574,2019
43899,831439931,9,43,573574,2019
51166,831461075,147,43,573574,2019
476,878844794,1,43,573574,2020
7028,878844795,1,43,573574,2020
13530,878869049,2,43,573574,2020
22659,878800330,-1,43,573574,2020
26592,878869050,-2,43,573574,2020
33033,878869047,0,43,573574,2020
43076,878796633,-1,43,573574,2020
46470,878820668,150,43,573574,2020
2513,831393793,2,43,573582,2019
6956,831391613,1,43,573582,2019
18930,831482514,5,43,573582,2019
22692,831504009,0,43,573582,2019
26610,831391636,-4,43,573582,2019
37527,831419088,2,43,573582,2019
45143,831482515,-4,43,573582,2019
48133,831395211,184,43,573582,2019
3902,878799110,5,43,573582,2020
7029,878844800,1,43,573582,2020
17580,878786206,4,43,573582,2020
23912,878801671,-2,43,573582,2020
26795,878820669,-5,43,573582,2020
38198,878917663,3,43,573582,2020
39730,878869056,-3,43,573582,2020
48931,878802085,180,43,573582,2020
6239,831440097,1,43,573591,2019
6781,831391105,2,43,573591,2019
19345,831440098,3,43,573591,2019
19979,831396132,-1,43,573591,2019
27300,831400470,-2,43,573591,2019
38019,831482404,0,43,573591,2019
43353,831418962,-1,43,573591,2019
46948,831392636,68,43,573591,2019
559,878820671,3,43,573591,2020
7119,878820673,2,43,573591,2020
13613,878844807,2,43,573591,2020
20218,878820672,-2,43,573591,2020
26593,878869059,-2,43,573591,2020
38251,878893477,1,43,573591,2020
44820,878893479,0,43,573591,2020
51287,878917668,70,43,573591,2020
4472,831461285,0,43,573604,2019
11050,831419020,2,43,573604,2019
17364,831440152,3,43,573604,2019
20548,831398468,0,43,573604,2019
27824,831399901,-1,43,573604,2019
35058,831371028,0,43,573604,2019
40323,831390668,-1,43,573604,2019
47971,831394295,161,43,573604,2019
477,878844808,4,43,573604,2020
11970,878893483,4,43,573604,2020
16957,878803838,4,43,573604,2020
20100,878844809,-3,43,573604,2020
26688,878844810,-3,43,573604,2020
35801,878764618,1,43,573604,2020
44773,878917670,0,43,573604,2020
49006,878792704,157,43,573604,2020
1750,831394538,2,43,573612,2019
8347,831403582,2,43,573612,2019
18344,831437440,16,43,573612,2019
24268,831458568,3,43,573612,2019
26668,831398893,-11,43,573612,2019
37694,831416363,5,43,573612,2019
44550,831437441,-14,43,573612,2019
50486,831458569,275,43,573612,2019
5356,878917672,2,43,573612,2020
9579,878786950,4,43,573612,2020
16394,878785080,1,43,573612,2020
22268,878784872,1,43,573612,2020
31689,878893486,4,43,573612,2020
35802,878764627,3,43,573612,2020
43274,878801190,3,43,573612,2020
50210,878801220,275,43,573612,2020
5012,831479084,0,43,573621,2019
7506,831415798,4,43,573621,2019
17566,831457991,7,43,573621,2019
24658,831479085,3,43,573621,2019
29834,831500614,0,43,573621,2019
33399,831415797,3,43,573621,2019
44303,831479086,-3,43,573621,2019
50889,831479088,225,43,573621,2019
3219,878793253,4,43,573621,2020
7816,878805232,18,43,573621,2020
17432,878783583,4,43,573621,2020
25043,878917678,-1,43,573621,2020
26946,878820686,13,43,573621,2020
35795,878764635,3,43,573621,2020
43885,878785759,14,43,573621,2020
51333,878893490,225,43,573621,2020
1477,831405017,5,43,573639,2019
8426,831389346,7,43,573639,2019
18345,831437442,7,43,573639,2019
20019,831402973,-1,43,573639,2019
31565,831479686,-1,43,573639,2019
36933,831458570,4,43,573639,2019
40414,831396531,0,43,573639,2019
48988,831501194,342,43,573639,2019
397,878869074,4,43,573639,2020
11208,878792596,3,43,573639,2020
13531,878869076,1,43,573639,2020
23680,878787796,1,43,573639,2020
31690,878893494,3,43,573639,2020
35803,878764639,5,43,573639,2020
45083,878917681,2,43,573639,2020
46270,878869078,339,43,573639,2020
5386,831416368,5,43,573647,2019
11903,831416369,12,43,573647,2019
18455,831416370,1,43,573647,2019
24269,831458574,-2,43,573647,2019
31566,831479688,9,43,573647,2019
34277,831365351,3,43,573647,2019
44668,831416371,11,43,573647,2019
46925,831392909,178,43,573647,2019
398,878869080,1,43,573647,2020
9748,878786295,7,43,573647,2020
18817,878917686,1,43,573647,2020
25368,878917684,0,43,573647,2020
31691,878893497,6,43,573647,2020
33355,878820692,1,43,573647,2020
39732,878869082,6,43,573647,2020
51334,878893498,127,43,573647,2020
1288,831405679,4,43,573655,2019
11896,831479690,8,43,573655,2019
18451,831479693,3,43,573655,2019
21531,831391879,1,43,573655,2019
29387,831501201,6,43,573655,2019
36934,831458579,5,43,573655,2019
42476,831501200,5,43,573655,2019
51119,831437450,445,43,573655,2019
4103,878785905,5,43,573655,2020
7275,878820694,16,43,573655,2020
18541,878893503,11,43,573655,2020
22208,878796940,-1,43,573655,2020
26595,878869085,4,43,573655,2020
33356,878820693,4,43,573655,2020
42219,878784177,5,43,573655,2020
51618,878917695,451,43,573655,2020
5383,831479694,7,43,573663,2019
11134,831458584,13,43,573663,2019
13898,831403691,3,43,573663,2019
25176,831416375,-3,43,573663,2019
27965,831398628,7,43,573663,2019
36935,831458582,4,43,573663,2019
41942,831389888,10,43,573663,2019
51120,831437453,293,43,573663,2019
3922,878797680,7,43,573663,2020
6937,878869088,13,43,573663,2020
13846,878820700,13,43,573663,2020
20354,878820699,3,43,573663,2020
31692,878893508,3,43,573663,2020
35855,878764659,10,43,573663,2020
40063,878820702,0,43,573663,2020
50098,878787638,296,43,573663,2020
5384,831479696,1,43,573671,2019
6657,831396923,4,43,573671,2019
18219,831458588,7,43,573671,2019
19941,831395885,2,43,573671,2019
31567,831479699,-1,43,573671,2019
37576,831437454,3,43,573671,2019
41476,831403825,-3,43,573671,2019
48989,831501210,153,43,573671,2019
5792,878917700,2,43,573671,2020
10712,878786421,2,43,573671,2020
15794,878794805,6,43,573671,2020
25090,878893510,-1,43,573671,2020
29546,878790860,-5,43,573671,2020
33036,878869089,1,43,573671,2020
43536,878797149,-4,43,573671,2020
51335,878893514,147,43,573671,2020
5562,831416380,6,43,573680,2019
7893,831389307,2,43,573680,2019
18629,831416381,10,43,573680,2019
22785,831501211,0,43,573680,2019
27294,831401375,-8,43,573680,2019
37687,831479701,6,43,573680,2019
40111,831403968,-8,43,573680,2019
46015,831399553,340,43,573680,2019
610,878844830,5,43,573680,2020
9628,878790633,18,43,573680,2020
17178,878791965,6,43,573680,2020
20198,878805394,-3,43,573680,2020
31693,878893517,9,43,573680,2020
36021,878764682,2,43,573680,2020
39974,878844833,12,43,573680,2020
50390,878788394,340,43,573680,2020
5131,831458592,4,43,573698,2019
11897,831479705,15,43,573698,2019
13890,831401518,7,43,573698,2019
24781,831458593,-1,43,573698,2019
29388,831501216,7,43,573698,2019
34879,831365391,3,43,573698,2019
42477,831501215,8,43,573698,2019
48990,831501218,297,43,573698,2019
5410,878893518,4,43,573698,2020
10675,878804132,8,43,573698,2020
17583,878787105,5,43,573698,2020
20271,878844837,1,43,573698,2020
26596,878869098,4,43,573698,2020
38573,878917703,5,43,573698,2020
39733,878869097,3,43,573698,2020
48708,878792380,309,43,573698,2020
2246,831392679,7,43,573701,2019
6901,831399789,37,43,573701,2019
18220,831458598,32,43,573701,2019
24782,831458596,10,43,573701,2019
27485,831401139,15,43,573701,2019
34880,831365399,17,43,573701,2019
44815,831416390,5,43,573701,2019
51601,831437463,1390,43,573701,2019
399,878869103,14,43,573701,2020
6938,878869104,30,43,573701,2020
18542,878893523,25,43,573701,2020
20788,878820710,3,43,573701,2020
31694,878893524,8,43,573701,2020
33037,878869101,17,43,573701,2020
40492,878820711,5,43,573701,2020
46271,878869106,1389,43,573701,2020
1074,831400791,3,43,573710,2019
6989,831391740,7,43,573710,2019
17568,831458010,10,43,573710,2019
24821,831479110,-2,43,573710,2019
31362,831479111,-5,43,573710,2019
35886,831500637,1,43,573710,2019
42097,831500639,-3,43,573710,2019
46377,831396024,259,43,573710,2019
611,878844846,2,43,573710,2020
9141,878802292,10,43,573710,2020
13669,878869110,8,43,573710,2020
23226,878801850,1,43,573710,2020
31695,878893527,3,43,573710,2020
36014,878764706,3,43,573710,2020
43817,878797478,2,43,573710,2020
50655,878785945,266,43,573710,2020
5767,831437465,1,43,573728,2019
12577,831416391,10,43,573728,2019
13291,831402079,7,43,573728,2019
25021,831479709,1,43,573728,2019
31568,831479713,4,43,573728,2019
34881,831365407,2,43,573728,2019
44666,831479712,3,43,573728,2019
51020,831458602,202,43,573728,2019
612,878844850,4,43,573728,2020
12278,878893531,7,43,573728,2020
17480,878790521,5,43,573728,2020
23416,878788606,-1,43,573728,2020
27369,878820715,1,43,573728,2020
36022,878764715,3,43,573728,2020
39874,878869117,2,43,573728,2020
51721,878917714,202,43,573728,2020
1301,831404007,3,43,573736,2019
8056,831387681,7,43,573736,2019
18221,831458604,11,43,573736,2019
24783,831458603,4,43,573736,2019
31326,831458607,0,43,573736,2019
35472,831501226,7,43,573736,2019
44445,831458606,-4,43,573736,2019
48991,831501229,391,43,573736,2019
528,878869118,1,43,573736,2020
7088,878869121,9,43,573736,2020
17265,878801929,14,43,573736,2020
20178,878869120,2,43,573736,2020
28903,878795391,-3,43,573736,2020
36023,878764725,3,43,573736,2020
42776,878789692,-5,43,573736,2020
47028,878820719,393,43,573736,2020
432,831394406,2,43,573744,2019
8764,831390779,2,43,573744,2019
16653,831500902,6,43,573744,2019
21267,831402624,-1,43,573744,2019
31547,831479372,-5,43,573744,2019
37850,831416073,1,43,573744,2019
41726,831391920,-4,43,573744,2019
47965,831394264,160,43,573744,2019
1894,878844854,4,43,573744,2020
10169,878787036,9,43,573744,2020
16502,878797368,2,43,573744,2020
20179,878869125,-1,43,573744,2020
32055,878917718,6,43,573744,2020
33802,878820720,3,43,573744,2020
41283,878844857,7,43,573744,2020
51665,878893539,160,43,573744,2020
3158,831501231,5,43,573752,2019
7488,831400455,6,43,573752,2019
18222,831458610,8,43,573752,2019
20316,831397039,-1,43,573752,2019
27188,831393920,-3,43,573752,2019
34878,831365417,4,43,573752,2019
45033,831437474,-2,43,573752,2019
51897,831416399,350,43,573752,2019
3802,878802184,5,43,573752,2020
12329,878917723,9,43,573752,2020
15967,878801070,3,43,573752,2020
24377,878802931,1,43,573752,2020
30387,878785846,7,43,573752,2020
33803,878820723,6,43,573752,2020
42308,878797291,6,43,573752,2020
47814,878844861,351,43,573752,2020
5768,831437477,3,43,573761,2019
7496,831404955,1,43,573761,2019
19127,831416401,3,43,573761,2019
20600,831404947,-2,43,573761,2019
31949,831437479,-4,43,573761,2019
37450,831458611,1,43,573761,2019
45034,831437478,-2,43,573761,2019
48410,831403880,222,43,573761,2019
3196,878789133,2,43,573761,2020
10004,878783960,6,43,573761,2020
