,id,population_mean,region,district,year
22096,878829936,3,43,507423,2020
29474,878799544,37,43,507423,2020
38221,878878471,20,43,507423,2020
42737,878785039,34,43,507423,2020
48375,878829938,1947,43,507423,2020
443,831395600,3,43,507458,2019
10542,831425972,5,43,507458,2019
17158,831425973,6,43,507458,2019
21483,831387861,-1,43,507458,2019
27923,831390549,-2,43,507458,2019
37597,831447300,2,43,507458,2019
44563,831447302,-1,43,507458,2019
48916,831489675,377,43,507458,2019
6403,878902709,5,43,507458,2020
12961,878902710,10,43,507458,2020
15867,878787185,8,43,507458,2020
22287,878787872,-2,43,507458,2020
28581,878805811,0,43,507458,2020
39175,878902708,3,43,507458,2020
41896,878829942,2,43,507458,2020
51302,878878479,371,43,507458,2020
3184,831511632,34,43,507504,2019
10756,831447788,30,43,507504,2019
17374,831447789,56,43,507504,2019
23811,831468676,-1,43,507504,2019
27549,831389706,-27,43,507504,2019
32922,831386770,33,43,507504,2019
42568,831490152,-26,43,507504,2019
49013,831511635,3284,43,507504,2019
3964,878788793,32,43,507504,2020
11935,878878481,25,43,507504,2020
15472,878805815,44,43,507504,2020
23400,878785111,10,43,507504,2020
28582,878805817,-9,43,507504,2020
39176,878902712,42,43,507504,2020
41838,878805816,-19,43,507504,2020
46825,878854196,3275,43,507504,2020
1509,831387269,9,43,507547,2019
12314,831447327,42,43,507547,2019
13702,831402978,28,43,507547,2019
23173,831511166,-1,43,507547,2019
30799,831426005,13,43,507547,2019
36109,831468210,8,43,507547,2019
40727,831392397,14,43,507547,2019
46710,831390198,1367,43,507547,2019
3564,878785784,13,43,507547,2020
10929,878793122,34,43,507547,2020
19509,878902715,21,43,507547,2020
22097,878829949,3,43,507547,2020
28583,878805819,16,43,507547,2020
35165,878829948,16,43,507547,2020
42057,878784851,13,43,507547,2020
48376,878829952,1370,43,507547,2020
1190,831393193,61,43,507580,2019
12758,831426448,119,43,507580,2019
17375,831447795,95,43,507580,2019
23812,831468680,-2,43,507580,2019
27384,831391799,22,43,507580,2019
32923,831386784,59,43,507580,2019
43477,831468681,24,43,507580,2019
50112,831447797,6694,43,507580,2019
908,878854198,91,43,507580,2020
7477,878854200,89,43,507580,2020
15533,878829958,125,43,507580,2020
22098,878829956,-19,43,507580,2020
28584,878805823,-55,43,507580,2020
35166,878829954,72,43,507580,2020
41839,878805822,-36,43,507580,2020
51303,878878493,6696,43,507580,2020
1526,831389035,1,43,507610,2019
8989,831410302,2,43,507610,2019
14198,831393455,3,43,507610,2019
24809,831473264,0,43,507610,2019
29361,831494847,-1,43,507610,2019
35455,831494845,1,43,507610,2019
44465,831473265,-1,43,507610,2019
48970,831494849,81,43,507610,2019
4044,878798388,0,43,507610,2020
13061,878902723,3,43,507610,2020
14054,878854203,1,43,507610,2020
26146,878902722,0,43,507610,2020
28637,878829966,2,43,507610,2020
35167,878829961,0,43,507610,2020
43486,878788992,2,43,507610,2020
48744,878796378,84,43,507610,2020
2176,831404445,0,43,507628,2019
10835,831473415,1,43,507628,2019
15309,831389818,11,43,507628,2019
22247,831389831,1,43,507628,2019
30599,831473417,-9,43,507628,2019
32870,831352716,1,43,507628,2019
43654,831473416,-10,43,507628,2019
49355,831494997,178,43,507628,2019
2752,878786278,4,43,507628,2020
13062,878902728,5,43,507628,2020
17802,878800224,2,43,507628,2020
23634,878799131,-3,43,507628,2020
29348,878801392,0,43,507628,2020
33594,878854204,1,43,507628,2020
42894,878786618,3,43,507628,2020
50136,878793797,174,43,507628,2020
4894,831431332,1,43,507644,2019
12505,831452701,0,43,507644,2019
14531,831394855,2,43,507644,2019
21434,831410545,0,43,507644,2019
28023,831410546,-2,43,507644,2019
34092,831410542,1,43,507644,2019
42167,831495079,-2,43,507644,2019
47690,831410548,70,43,507644,2019
2854,878783832,0,43,507644,2020
7251,878805832,1,43,507644,2020
13536,878804519,5,43,507644,2020
26147,878902734,1,43,507644,2020
27165,878854211,-3,43,507644,2020
35168,878829969,1,43,507644,2020
42473,878783907,-4,43,507644,2020
48377,878829972,67,43,507644,2020
158,831399939,0,43,507652,2019
11427,831431342,6,43,507652,2019
18002,831431343,3,43,507652,2019
25139,831473513,2,43,507652,2019
27772,831392973,5,43,507652,2019
37809,831473512,2,43,507652,2019
41971,831392744,3,43,507652,2019
47230,831388791,82,43,507652,2019
3890,878793632,2,43,507652,2020
13063,878902740,7,43,507652,2020
15534,878829976,4,43,507652,2020
25061,878878499,0,43,507652,2020
31371,878902742,3,43,507652,2020
38222,878878498,2,43,507652,2020
42940,878793025,3,43,507652,2020
46565,878805837,86,43,507652,2020
5523,831473530,0,43,507695,2019
7653,831403057,0,43,507695,2019
16145,831495109,5,43,507695,2019
21298,831410570,0,43,507695,2019
31704,831473532,-5,43,507695,2019
32837,831352956,0,43,507695,2019
40920,831398533,-5,43,507695,2019
47555,831410571,113,43,507695,2019
2751,878786274,1,43,507695,2020
11250,878800246,0,43,507695,2020
14376,878805234,2,43,507695,2020
20251,878829980,-1,43,507695,2020
26919,878805838,-3,43,507695,2020
37449,878733697,0,43,507695,2020
44790,878878507,-2,43,507695,2020
51304,878878508,107,43,507695,2020
481,831397141,3,43,507717,2019
9102,831410439,5,43,507717,2019
17443,831473402,4,43,507717,2019
22220,831410438,2,43,507717,2019
28646,831393324,3,43,507717,2019
33837,831352690,5,43,507717,2019
43656,831473403,1,43,507717,2019
47440,831392980,473,43,507717,2019
590,878829983,1,43,507717,2020
10015,878788238,23,43,507717,2020
13736,878829984,8,43,507717,2020
22899,878795896,6,43,507717,2020
26920,878805843,21,43,507717,2020
37450,878733708,7,43,507717,2020
42322,878803733,15,43,507717,2020
51061,878902747,489,43,507717,2020
2454,831410235,1,43,507733,2019
6559,831390853,0,43,507733,2019
16022,831494789,1,43,507733,2019
24205,831431028,0,43,507733,2019
27359,831390942,-1,43,507733,2019
36789,831473195,1,43,507733,2019
40090,831402311,-1,43,507733,2019
48755,831494790,127,43,507733,2019
3856,878792213,2,43,507733,2020
7252,878805849,5,43,507733,2020
18230,878902748,5,43,507733,2020
20252,878829989,1,43,507733,2020
31372,878902749,1,43,507733,2020
38223,878878510,3,43,507733,2020
42450,878798268,0,43,507733,2020
46566,878805851,120,43,507733,2020
2594,831410477,2,43,507784,2019
11989,831452644,5,43,507784,2019
13895,831401574,8,43,507784,2019
24021,831431271,-2,43,507784,2019
28819,831410479,-5,43,507784,2019
32895,831352770,0,43,507784,2019
39888,831403411,-3,43,507784,2019
50254,831431275,171,43,507784,2019
5112,878902753,1,43,507784,2020
7151,878829995,11,43,507784,2020
17727,878785503,6,43,507784,2020
22690,878783946,0,43,507784,2020
29802,878785395,5,43,507784,2020
36976,878733725,1,43,507784,2020
42545,878796137,5,43,507784,2020
51062,878902756,172,43,507784,2020
4287,831447813,5,43,507920,2019
12759,831426460,26,43,507920,2019
14453,831402375,30,43,507920,2019
21314,831387827,-2,43,507920,2019
30435,831468695,-6,43,507920,2019
36548,831447811,3,43,507920,2019
43575,831447814,-4,43,507920,2019
50523,831468696,906,43,507920,2019
3089,878794518,14,43,507920,2020
10452,878790915,43,43,507920,2020
18231,878902759,20,43,507920,2020
20253,878829996,-6,43,507920,2020
29057,878797305,17,43,507920,2020
37967,878902757,8,43,507920,2020
44530,878902762,23,43,507920,2020
50200,878802861,923,43,507920,2020
100,831397024,48,43,507971,2019
8246,831389991,137,43,507971,2019
16494,831511661,120,43,507971,2019
24290,831468698,10,43,507971,2019
28255,831404590,27,43,507971,2019
35629,831511658,58,43,507971,2019
43964,831468701,17,43,507971,2019
46308,831388206,4955,43,507971,2019
5492,878878523,65,43,507971,2020
7152,878829999,115,43,507971,2020
15946,878797987,63,43,507971,2020
24800,878902764,-20,43,507971,2020
31373,878902766,32,43,507971,2020
36977,878733742,45,43,507971,2020
43395,878800400,52,43,507971,2020
49120,878788518,4977,43,507971,2020
2595,831410484,0,43,508004,2019
11991,831452648,6,43,508004,2019
15585,831388939,3,43,508004,2019
22449,831495028,2,43,508004,2019
31663,831452649,5,43,508004,2019
32819,831352784,2,43,508004,2019
39855,831401713,3,43,508004,2019
46091,831390139,231,43,508004,2019
3676,878786729,1,43,508004,2020
9647,878796145,2,43,508004,2020
13737,878830003,8,43,508004,2020
20254,878830001,3,43,508004,2020
31969,878878529,-3,43,508004,2020
37063,878733753,4,43,508004,2020
45108,878878528,-6,43,508004,2020
50358,878804445,234,43,508004,2020
4671,831468702,31,43,508128,2019
11296,831447822,81,43,508128,2019
16347,831490178,45,43,508128,2019
22853,831490177,2,43,508128,2019
31001,831447823,38,43,508128,2019
34944,831386828,33,43,508128,2019
41959,831390372,36,43,508128,2019
47360,831404994,2072,43,508128,2019
259,878805090,11,43,508128,2020
12248,878878530,75,43,508128,2020
13821,878805868,27,43,508128,2020
20337,878805866,10,43,508128,2020
26921,878805869,58,43,508128,2020
37968,878902772,21,43,508128,2020
42441,878797007,48,43,508128,2020
49060,878800554,2107,43,508128,2020
597,831391419,5,43,508144,2019
12760,831426467,15,43,508144,2019
16348,831490182,20,43,508144,2019
24408,831447826,1,43,508144,2019
30891,831468709,-4,43,508144,2019
37086,831447824,6,43,508144,2019
44092,831447827,-5,43,508144,2019
50632,831447830,630,43,508144,2019
5721,878878533,12,43,508144,2020
7253,878805870,16,43,508144,2020
18232,878902775,13,43,508144,2020
23014,878790830,-7,43,508144,2020
31970,878878534,-4,43,508144,2020
33388,878830012,5,43,508144,2020
43557,878804136,3,43,508144,2020
51063,878902777,633,43,508144,2020
4404,831431312,5,43,508152,2019
7400,831398017,15,43,508152,2019
18104,831473489,16,43,508152,2019
22500,831495058,0,43,508152,2019
31666,831452684,-1,43,508152,2019
32832,831352853,5,43,508152,2019
41148,831410523,-1,43,508152,2019
48700,831495060,553,43,508152,2019
534,878801623,8,43,508152,2020
12249,878878536,14,43,508152,2020
16287,878792863,19,43,508152,2020
24269,878785504,1,43,508152,2020
27166,878854231,-4,43,508152,2020
36389,878733779,9,43,508152,2020
40038,878805877,-5,43,508152,2020
49172,878799744,574,43,508152,2020
1725,831393982,1,43,508357,2019
7882,831388005,0,43,508357,2019
18977,831431182,1,43,508357,2019
22102,831410391,1,43,508357,2019
27315,831405644,0,43,508357,2019
38200,831431181,2,43,508357,2019
41684,831387620,-1,43,508357,2019
50133,831452569,160,43,508357,2019
3491,878793556,1,43,508357,2020
7478,878854234,7,43,508357,2020
18233,878902781,10,43,508357,2020
23161,878788878,-1,43,508357,2020
26970,878830019,-4,43,508357,2020
37969,878902780,0,43,508357,2020
43545,878803557,-3,43,508357,2020
46567,878805878,164,43,508357,2020
3420,831511673,15,43,508373,2019
11297,831447841,39,43,508373,2019
15031,831389336,26,43,508373,2019
24410,831447839,-2,43,508373,2019
28756,831394986,11,43,508373,2019
38538,831426478,13,43,508373,2019
41312,831401693,13,43,508373,2019
46929,831393877,1156,43,508373,2019
3961,878788771,13,43,508373,2020
7378,878805881,22,43,508373,2020
16771,878794592,25,43,508373,2020
25486,878878545,-7,43,508373,2020
30935,878800237,-10,43,508373,2020
36390,878733797,6,43,508373,2020
42209,878803244,-3,43,508373,2020
50629,878802024,1152,43,508373,2020
2306,831400592,6,43,508501,2019
7805,831402885,12,43,508501,2019
16622,831494961,5,43,508501,2019
23468,831473369,-4,43,508501,2019
28385,831404295,3,43,508501,2019
33423,831352632,2,43,508501,2019
43056,831431198,7,43,508501,2019
50649,831452584,417,43,508501,2019
813,878805884,1,43,508501,2020
9288,878784970,5,43,508501,2020
16362,878801098,11,43,508501,2020
23322,878794567,4,43,508501,2020
27167,878854240,-2,43,508501,2020
33389,878830026,5,43,508501,2020
40092,878830030,-6,43,508501,2020
46709,878805888,417,43,508501,2020
4895,831431357,0,43,508683,2019
12030,831473526,1,43,508683,2019
13442,831396099,3,43,508683,2019
21476,831387589,1,43,508683,2019
27540,831387536,-1,43,508683,2019
32825,831352950,1,43,508683,2019
41009,831410567,-2,43,508683,2019
46100,831391138,80,43,508683,2019
909,878854242,1,43,508683,2020
7630,878854244,7,43,508683,2020
18234,878902790,0,43,508683,2020
23671,878801488,0,43,508683,2020
27313,878854245,7,43,508683,2020
33490,878805890,1,43,508683,2020
45218,878878550,7,43,508683,2020
47015,878805895,81,43,508683,2020
253,831393376,6,43,509078,2019
8643,831395492,18,43,509078,2019
14778,831403336,13,43,509078,2019
20930,831403501,-3,43,509078,2019
26703,831399293,2,43,509078,2019
36629,831473409,3,43,509078,2019
43657,831473412,5,43,509078,2019
47475,831399880,447,43,509078,2019
1125,878805897,5,43,509078,2020
12352,878878555,17,43,509078,2020
17675,878801000,17,43,509078,2020
25487,878878554,0,43,509078,2020
29725,878794548,0,43,509078,2020
37970,878902794,5,43,509078,2020
44531,878902796,0,43,509078,2020
46624,878830037,446,43,509078,2020
4299,831452564,3,43,509108,2019
7076,831397481,10,43,509108,2019
17389,831452565,6,43,509108,2019
20601,831404950,2,43,509108,2019
28634,831395217,6,43,509108,2019
38199,831431175,5,43,509108,2019
42679,831494940,4,43,509108,2019
50129,831452567,300,43,509108,2019
3783,878799602,5,43,509108,2020
7808,878805905,10,43,509108,2020
18235,878902797,10,43,509108,2020
25488,878878556,-1,43,509108,2020
29275,878790635,-1,43,509108,2020
36391,878733826,4,43,509108,2020
45219,878878557,0,43,509108,2020
48725,878795838,298,43,509108,2020
4567,831431043,3,43,509116,2019
6894,831400636,5,43,509116,2019
15086,831402023,2,43,509116,2019
19710,831392278,-3,43,509116,2019
30810,831431045,0,43,509116,2019
36858,831431041,0,43,509116,2019
41870,831395524,3,43,509116,2019
47227,831388777,208,43,509116,2019
5113,878902800,5,43,509116,2020
12353,878878559,1,43,509116,2020
16563,878788276,1,43,509116,2020
20381,878830041,-4,43,509116,2020
30137,878793039,-4,43,509116,2020
33390,878830039,1,43,509116,2020
43041,878787564,0,43,509116,2020
49972,878791956,209,43,509116,2020
5250,831431100,1,43,509141,2019
11731,831431102,14,43,509141,2019
14680,831389019,5,43,509141,2019
24875,831431101,12,43,509141,2019
28804,831410308,21,43,509141,2019
33983,831352409,13,43,509141,2019
40136,831388745,9,43,509141,2019
47080,831388283,340,43,509141,2019
5818,878878562,3,43,509141,2020
7631,878854252,15,43,509141,2020
14462,878854254,11,43,509141,2020
20819,878830048,2,43,509141,2020
27482,878805910,6,43,509141,2020
36602,878733850,5,43,509141,2020
40515,878830049,4,43,509141,2020
47050,878830050,354,43,509141,2020
5636,831452421,1,43,509191,2019
7430,831398464,0,43,509191,2019
17608,831473207,4,43,509191,2019
24145,831473206,0,43,509191,2019
30749,831473209,-4,43,509191,2019
36857,831431033,1,43,509191,2019
39486,831403161,-4,43,509191,2019
48323,831410249,194,43,509191,2019
1172,878830053,8,43,509191,2020
11068,878795317,7,43,509191,2020
18948,878878566,3,43,509191,2020
20908,878805911,-6,43,509191,2020
30043,878803826,-2,43,509191,2020
36599,878733855,2,43,509191,2020
40516,878830055,4,43,509191,2020
49419,878795627,192,43,509191,2020
3604,831504467,2,43,509388,2019
8144,831398535,1,43,509388,2019
14410,831396571,1,43,509388,2019
20482,831394156,-1,43,509388,2019
29841,831504468,-1,43,509388,2019
37952,831461775,1,43,509388,2019
40797,831403283,0,43,509388,2019
47351,831403738,84,43,509388,2019
3191,878791109,1,43,509388,2020
10203,878789476,1,43,509388,2020
15031,878805011,2,43,509388,2020
23601,878793056,-1,43,509388,2020
30712,878787414,-2,43,509388,2020
33835,878830057,0,43,509388,2020
42071,878783646,-1,43,509388,2020
51342,878902811,83,43,509388,2020
1949,831402458,1,43,509418,2019
10262,831440664,4,43,509418,2019
18625,831482981,5,43,509418,2019
22530,831504485,0,43,509418,2019
30003,831440666,-1,43,509418,2019
34749,831372088,1,43,509418,2019
43091,831440665,-1,43,509418,2019
48161,831401490,104,43,509418,2019
1486,878854268,1,43,509418,2020
11984,878902812,10,43,509418,2020
17470,878789268,7,43,509418,2020
22462,878794186,1,43,509418,2020
28747,878794423,4,43,509418,2020
36687,878733872,2,43,509418,2020
42292,878795410,3,43,509418,2020
48891,878793496,100,43,509418,2020
3421,831511692,12,43,509574,2019
9903,831511693,43,43,509574,2019
16555,831490210,15,43,509574,2019
24292,831468735,2,43,509574,2019
31149,831447860,30,43,509574,2019
36338,831426498,14,43,509574,2019
40212,831399113,28,43,509574,2019
50525,831468736,1399,43,509574,2019
3932,878802209,11,43,509574,2020
11180,878785507,48,43,509574,2020
14292,878830066,27,43,509574,2020
21149,878854273,11,43,509574,2020
27700,878854277,32,43,509574,2020
34163,878854272,22,43,509574,2020
43569,878784609,21,43,509574,2020
51744,878878577,1429,43,509574,2020
4944,831447864,10,43,509612,2019
11458,831447866,45,43,509612,2019
16557,831490215,48,43,509612,2019
19741,831398772,8,43,509612,2019
30892,831468743,5,43,509612,2019
36339,831426504,18,43,509612,2019
41044,831388360,-3,43,509612,2019
49230,831511701,1422,43,509612,2019
5419,878902816,16,43,509612,2020
8065,878854279,32,43,509612,2020
18559,878902818,35,43,509612,2020
24002,878790525,7,43,509612,2020
30325,878798838,4,43,509612,2020
38600,878878579,23,43,509612,2020
40517,878830070,-3,43,509612,2020
51343,878902819,1457,43,509612,2020
2752,831495306,9,43,509621,2019
8964,831410761,23,43,509621,2019
15528,831410762,16,43,509621,2019
19776,831397000,-8,43,509621,2019
30326,831431540,-1,43,509621,2019
34532,831353332,1,43,509621,2019
41534,831387336,7,43,509621,2019
46346,831392585,566,43,509621,2019
5420,878902821,4,43,509621,2020
10400,878803830,14,43,509621,2020
14610,878854283,11,43,509621,2020
25489,878878585,4,43,509621,2020
27483,878805923,7,43,509621,2020
33836,878830072,8,43,509621,2020
40609,878805922,3,43,509621,2020
49628,878798615,568,43,509621,2020
698,831402090,17,43,509647,2019
8092,831390252,22,43,509647,2019
15651,831403852,36,43,509647,2019
24587,831447871,10,43,509647,2019
30322,831426509,-4,43,509647,2019
35749,831490217,27,43,509647,2019
44242,831447873,-14,43,509647,2019
48231,831387908,2115,43,509647,2019
5543,878902827,25,43,509647,2020
7809,878805926,41,43,509647,2020
14611,878854287,38,43,509647,2020
24234,878801585,-7,43,509647,2020
27701,878854288,-4,43,509647,2020
33837,878830074,18,43,509647,2020
40610,878805928,3,43,509647,2020
49444,878793559,2114,43,509647,2020
3422,831511705,15,43,509736,2019
9955,831490223,26,43,509736,2019
16497,831511706,28,43,509736,2019
20707,831397174,-2,43,509736,2019
26312,831398995,-4,43,509736,2019
36340,831426510,13,43,509736,2019
41171,831405291,-2,43,509736,2019
48000,831400376,1379,43,509736,2019
1173,878830078,15,43,509736,2020
7721,878830079,20,43,509736,2020
15887,878789072,34,43,509736,2020
25813,878878593,3,43,509736,2020
27484,878805935,-11,43,509736,2020
37325,878733912,18,43,509736,2020
40873,878854291,-14,43,509736,2020
50008,878794091,1374,43,509736,2020
1825,831410672,0,43,509752,2019
10656,831473633,3,43,509752,2019
17289,831473634,3,43,509752,2019
21445,831410673,2,43,509752,2019
29641,831495218,2,43,509752,2019
37431,831452822,2,43,509752,2019
44427,831452825,0,43,509752,2019
47412,831389040,106,43,509752,2019
1256,878805940,0,43,509752,2020
8066,878854294,0,43,509752,2020
14293,878830081,3,43,509752,2020
22529,878783866,1,43,509752,2020
29246,878786577,-2,43,509752,2020
33925,878805938,1,43,509752,2020
43248,878798126,-3,43,509752,2020
52052,878878596,102,43,509752,2020
4082,831426516,5,43,509841,2019
10550,831426518,60,43,509841,2019
18037,831447882,27,43,509841,2019
20996,831394837,3,43,509841,2019
26988,831388968,36,43,509841,2019
35691,831511712,8,43,509841,2019
40737,831399620,33,43,509841,2019
47944,831391279,1138,43,509841,2019
1174,878830084,8,43,509841,2020
7722,878830085,51,43,509841,2020
14612,878854299,21,43,509841,2020
23909,878804603,4,43,509841,2020
26926,878805126,34,43,509841,2020
34164,878854298,12,43,509841,2020
45520,878878598,30,43,509841,2020
47051,878830087,1171,43,509841,2020
2447,831411075,4,43,510068,2019
9441,831495661,11,43,510068,2019
13379,831391983,8,43,510068,2019
22559,831495660,-3,43,510068,2019
28693,831411077,0,43,510068,2019
32803,831354014,1,43,510068,2019
41776,831411076,3,43,510068,2019
50690,831474084,194,43,510068,2019
1257,878805946,1,43,510068,2020
7723,878830089,7,43,510068,2020
14613,878854305,11,43,510068,2020
25217,878902840,1,43,510068,2020
32386,878878603,-3,43,510068,2020
34165,878854302,2,43,510068,2020
43841,878802275,-4,43,510068,2020
47052,878830092,192,43,510068,2020
5466,831447888,8,43,510131,2019
11969,831447890,19,43,510131,2019
14547,831392411,21,43,510131,2019
25092,831447889,1,43,510131,2019
31641,831447892,-1,43,510131,2019
37756,831447887,9,43,510131,2019
44731,831447891,-2,43,510131,2019
46554,831395958,1036,43,510131,2019
1258,878805948,12,43,510131,2020
9956,878799797,12,43,510131,2020
14294,878830094,20,43,510131,2020
20909,878805949,4,43,510131,2020
28860,878791024,-4,43,510131,2020
37433,878733944,16,43,510131,2020
43608,878792530,-8,43,510131,2020
47053,878830097,1022,43,510131,2020
5467,831447893,11,43,510289,2019
11970,831447894,60,43,510289,2019
18883,831468764,54,43,510289,2019
23079,831490239,15,43,510289,2019
28922,831405147,21,43,510289,2019
33669,831386943,26,43,510289,2019
39566,831393382,6,43,510289,2019
49283,831490242,2041,43,510289,2019
4021,878794602,28,43,510289,2020
12690,878878608,68,43,510289,2020
14417,878830102,39,43,510289,2020
20910,878805955,-10,43,510289,2020
29476,878802752,19,43,510289,2020
37434,878733951,18,43,510289,2020
45521,878878609,29,43,510289,2020
47383,878854313,2068,43,510289,2020
3564,831511726,4,43,510297,2019
6774,831390601,21,43,510297,2019
14767,831400107,4,43,510297,2019
23180,831511727,5,43,510297,2019
28331,831395759,22,43,510297,2019
33670,831386949,9,43,510297,2019
43383,831426531,17,43,510297,2019
49399,831511730,817,43,510297,2019
1307,878830106,9,43,510297,2020
12097,878902847,19,43,510297,2020
14614,878854315,17,43,510297,2020
23497,878799615,-1,43,510297,2020
32387,878878614,1,43,510297,2020
38917,878878612,8,43,510297,2020
40987,878830108,2,43,510297,2020
47384,878854316,813,43,510297,2020
5468,831447908,11,43,510343,2019
8736,831404606,23,43,510343,2019
17331,831426541,22,43,510343,2019
21215,831398537,9,43,510343,2019
27849,831404762,10,43,510343,2019
36495,831426540,20,43,510343,2019
42886,831511738,1,43,510343,2019
50068,831426542,1493,43,510343,2019
2894,878785585,18,43,510343,2020
8150,878830110,17,43,510343,2020
16740,878789465,22,43,510343,2020
21332,878805962,-6,43,510343,2020
27879,878805966,-11,43,510343,2020
34166,878854317,12,43,510343,2020
40988,878830111,-5,43,510343,2020
47481,878830112,1481,43,510343,2020
625,831393174,2,43,510378,2019
7940,831397437,20,43,510378,2019
16676,831511744,9,43,510378,2019
23181,831511743,4,43,510378,2019
32023,831468781,15,43,510378,2019
34077,831386985,6,43,510378,2019
43531,831426550,11,43,510378,2019
51672,831468782,625,43,510378,2019
6146,878878616,8,43,510378,2020
12691,878878617,11,43,510378,2020
14690,878830114,5,43,510378,2020
22634,878793509,1,43,510378,2020
27880,878805970,7,43,510378,2020
34347,878805967,9,43,510378,2020
43439,878784062,6,43,510378,2020
47840,878854323,642,43,510378,2020
7,831390882,10,43,510432,2019
11972,831447922,48,43,510432,2019
15618,831393350,21,43,510432,2019
23080,831490264,5,43,510432,2019
31643,831447923,32,43,510432,2019
38131,831468785,15,43,510432,2019
41805,831388909,27,43,510432,2019
51298,831447924,1606,43,510432,2019
1661,878805972,19,43,510432,2020
12098,878902860,31,43,510432,2020
14776,878805974,31,43,510432,2020
25218,878902859,0,43,510432,2020
32388,878878624,0,43,510432,2020
36603,878733985,19,43,510432,2020
41066,878805976,0,43,510432,2020
51457,878902863,1607,43,510432,2020
14,831390106,24,43,510483,2019
9268,831490274,56,43,510483,2019
18884,831468794,47,43,510483,2019
22380,831490273,2,43,510483,2019
28466,831393041,11,43,510483,2019
37040,831426562,26,43,510483,2019
40794,831400306,9,43,510483,2019
49450,831511757,3233,43,510483,2019
5544,878902866,31,43,510483,2020
10345,878793336,56,43,510483,2020
17513,878796592,49,43,510483,2020
21580,878854333,1,43,510483,2020
31811,878902868,8,43,510483,2020
34348,878805978,32,43,510483,2020
42958,878800796,7,43,510483,2020
52053,878878627,3242,43,510483,2020
4719,831426567,18,43,510491,2019
11974,831447932,24,43,510491,2019
15830,831490278,33,43,510491,2019
20189,831402811,-5,43,510491,2019
27571,831391487,-14,43,510491,2019
37041,831426566,13,43,510491,2019
44027,831426568,-9,43,510491,2019
46317,831390429,1252,43,510491,2019
1907,878854337,20,43,510491,2020
12785,878878629,43,43,510491,2020
14825,878830121,28,43,510491,2020
21333,878805984,-9,43,510491,2020
29881,878799327,6,43,510491,2020
34613,878854336,11,43,510491,2020
42386,878791378,15,43,510491,2020
47841,878854340,1245,43,510491,2020
4874,831420154,1,43,510556,2019
11104,831441302,1,43,510556,2019
16757,831462398,5,43,510556,2019
21082,831400285,5,43,510556,2019
26299,831396931,1,43,510556,2019
32985,831373397,6,43,510556,2019
40086,831401130,-4,43,510556,2019
46776,831399106,282,43,510556,2019
1705,878830126,1,43,510556,2020
8230,878805986,3,43,510556,2020
14777,878805987,3,43,510556,2020
21581,878854341,2,43,510556,2020
28100,878854343,2,43,510556,2020
38647,878902873,3,43,510556,2020
45257,878902877,0,43,510556,2020
52144,878878635,284,43,510556,2020
2122,831400133,0,43,510645,2019
8629,831393006,0,43,510645,2019
13535,831404212,1,43,510645,2019
24679,831483569,2,43,510645,2019
26285,831398784,1,43,510645,2019
36660,831420103,2,43,510645,2019
42263,831505078,-1,43,510645,2019
50904,831483571,88,43,510645,2019
5866,878902880,1,43,510645,2020
9592,878787483,2,43,510645,2020
17273,878801498,0,43,510645,2020
23457,878794310,0,43,510645,2020
29248,878786591,2,43,510645,2020
34614,878854346,1,43,510645,2020
41302,878854349,2,43,510645,2020
52145,878878638,87,43,510645,2020
2961,831490356,16,43,510882,2019
7337,831389685,39,43,510882,2019
15620,831393352,37,43,510882,2019
21362,831394504,4,43,510882,2019
28497,831397662,6,43,510882,2019
35956,831468861,20,43,510882,2019
42282,831490357,2,43,510882,2019
49160,831511828,2083,43,510882,2019
1808,878805994,32,43,510882,2020
12786,878878641,53,43,510882,2020
16023,878785570,39,43,510882,2020
23735,878794997,-20,43,510882,2020
27916,878830133,-6,43,510882,2020
36689,878734020,12,43,510882,2020
41116,878830132,14,43,510882,2020
48000,878854353,2065,43,510882,2020
4721,831426580,20,43,510891,2019
12488,831447948,47,43,510891,2019
13816,831398060,55,43,510891,2019
20129,831395905,2,43,510891,2019
28877,831392735,-6,43,510891,2019
35099,831490291,22,43,510891,2019
42061,831490293,-8,43,510891,2019
51853,831468812,1629,43,510891,2019
2040,878854355,17,43,510891,2020
8366,878805998,26,43,510891,2020
14915,878805999,36,43,510891,2020
19901,878805085,-4,43,510891,2020
32138,878902886,-14,43,510891,2020
36690,878734031,13,43,510891,2020
43322,878787351,-10,43,510891,2020
48647,878802331,1620,43,510891,2020
5949,831447952,22,43,510939,2019
8665,831400360,45,43,510939,2019
13233,831397026,40,43,510939,2019
22381,831490295,-5,43,510939,2019
32204,831468814,0,43,510939,2019
38249,831447950,17,43,510939,2019
42943,831511775,5,43,510939,2019
49447,831511776,1848,43,510939,2019
1809,878806002,23,43,510939,2020
8269,878830135,49,43,510939,2020
16250,878784949,25,43,510939,2020
21709,878854362,-4,43,510939,2020
28001,878806004,20,43,510939,2020
38648,878902888,19,43,510939,2020
45614,878878651,24,43,510939,2020
48857,878791362,1856,43,510939,2020
5210,831483707,3,43,510980,2019
12587,831420266,4,43,510980,2019
18277,831483708,8,43,510980,2019
23162,831505235,2,43,510980,2019
30718,831462506,-2,43,510980,2019
34438,831373614,5,43,510980,2019
45036,831441404,-4,43,510980,2019
47200,831403989,333,43,510980,2019
3660,878802442,4,43,510980,2020
